"","Time","Cycle","Phase","Cell_types","Density","Host","Genotype"
"8642",12.34,1,"immigration","A2",1229917.78205909,"2","A"
"8643",12.34,1,"immigration","M2",8861462.1495054,"2","M"
"8644",12.34,1,"immigration","F2",909693164.612842,"2","F"
"8645",12.34,1,"immigration","C",0,"C","C"
"8646",12.35,1,"immigration","A1",47275426.3542845,"1","A"
"8647",12.35,1,"immigration","M1",42940029.1013081,"1","M"
"8648",12.35,1,"immigration","F1",0,"1","F"
"8649",12.35,1,"immigration","A2",1229917.78205909,"2","A"
"8650",12.35,1,"immigration","M2",8861462.1495054,"2","M"
"8651",12.35,1,"immigration","F2",909693164.612842,"2","F"
"8652",12.35,1,"immigration","C",0,"C","C"
"8653",12.36,1,"immigration","A1",47275426.3542845,"1","A"
"8654",12.36,1,"immigration","M1",42940029.1013081,"1","M"
"8655",12.36,1,"immigration","F1",0,"1","F"
"8656",12.36,1,"immigration","A2",1229917.78205909,"2","A"
"8657",12.36,1,"immigration","M2",8861462.1495054,"2","M"
"8658",12.36,1,"immigration","F2",909693164.612842,"2","F"
"8659",12.36,1,"immigration","C",0,"C","C"
"8660",12.37,1,"immigration","A1",47275426.3542845,"1","A"
"8661",12.37,1,"immigration","M1",42940029.1013081,"1","M"
"8662",12.37,1,"immigration","F1",0,"1","F"
"8663",12.37,1,"immigration","A2",1229917.78205909,"2","A"
"8664",12.37,1,"immigration","M2",8861462.1495054,"2","M"
"8665",12.37,1,"immigration","F2",909693164.612842,"2","F"
"8666",12.37,1,"immigration","C",0,"C","C"
"8667",12.38,1,"immigration","A1",47275426.3542845,"1","A"
"8668",12.38,1,"immigration","M1",42940029.1013081,"1","M"
"8669",12.38,1,"immigration","F1",0,"1","F"
"8670",12.38,1,"immigration","A2",1229917.78205909,"2","A"
"8671",12.38,1,"immigration","M2",8861462.1495054,"2","M"
"8672",12.38,1,"immigration","F2",909693164.612842,"2","F"
"8673",12.38,1,"immigration","C",0,"C","C"
"8674",12.39,1,"immigration","A1",47275426.3542845,"1","A"
"8675",12.39,1,"immigration","M1",42940029.1013081,"1","M"
"8676",12.39,1,"immigration","F1",0,"1","F"
"8677",12.39,1,"immigration","A2",1229917.78205909,"2","A"
"8678",12.39,1,"immigration","M2",8861462.1495054,"2","M"
"8679",12.39,1,"immigration","F2",909693164.612842,"2","F"
"8680",12.39,1,"immigration","C",0,"C","C"
"8681",12.4,1,"immigration","A1",47275426.3542845,"1","A"
"8682",12.4,1,"immigration","M1",42940029.1013081,"1","M"
"8683",12.4,1,"immigration","F1",0,"1","F"
"8684",12.4,1,"immigration","A2",1229917.78205909,"2","A"
"8685",12.4,1,"immigration","M2",8861462.1495054,"2","M"
"8686",12.4,1,"immigration","F2",909693164.612842,"2","F"
"8687",12.4,1,"immigration","C",0,"C","C"
"8688",12.41,1,"immigration","A1",47275426.3542845,"1","A"
"8689",12.41,1,"immigration","M1",42940029.1013081,"1","M"
"8690",12.41,1,"immigration","F1",0,"1","F"
"8691",12.41,1,"immigration","A2",1229917.78205909,"2","A"
"8692",12.41,1,"immigration","M2",8861462.1495054,"2","M"
"8693",12.41,1,"immigration","F2",909693164.612842,"2","F"
"8694",12.41,1,"immigration","C",0,"C","C"
"8695",12.42,1,"immigration","A1",47275426.3542845,"1","A"
"8696",12.42,1,"immigration","M1",42940029.1013081,"1","M"
"8697",12.42,1,"immigration","F1",0,"1","F"
"8698",12.42,1,"immigration","A2",1229917.78205909,"2","A"
"8699",12.42,1,"immigration","M2",8861462.1495054,"2","M"
"8700",12.42,1,"immigration","F2",909693164.612842,"2","F"
"8701",12.42,1,"immigration","C",0,"C","C"
"8702",12.43,1,"immigration","A1",47275426.3542845,"1","A"
"8703",12.43,1,"immigration","M1",42940029.1013081,"1","M"
"8704",12.43,1,"immigration","F1",0,"1","F"
"8705",12.43,1,"immigration","A2",1229917.78205909,"2","A"
"8706",12.43,1,"immigration","M2",8861462.1495054,"2","M"
"8707",12.43,1,"immigration","F2",909693164.612842,"2","F"
"8708",12.43,1,"immigration","C",0,"C","C"
"8709",12.44,1,"immigration","A1",47275426.3542845,"1","A"
"8710",12.44,1,"immigration","M1",42940029.1013081,"1","M"
"8711",12.44,1,"immigration","F1",0,"1","F"
"8712",12.44,1,"immigration","A2",1229917.78205909,"2","A"
"8713",12.44,1,"immigration","M2",8861462.1495054,"2","M"
"8714",12.44,1,"immigration","F2",909693164.612842,"2","F"
"8715",12.44,1,"immigration","C",0,"C","C"
"8716",12.45,1,"immigration","A1",47275426.3542845,"1","A"
"8717",12.45,1,"immigration","M1",42940029.1013081,"1","M"
"8718",12.45,1,"immigration","F1",0,"1","F"
"8719",12.45,1,"immigration","A2",1229917.78205909,"2","A"
"8720",12.45,1,"immigration","M2",8861462.1495054,"2","M"
"8721",12.45,1,"immigration","F2",909693164.612842,"2","F"
"8722",12.45,1,"immigration","C",0,"C","C"
"8723",12.46,1,"immigration","A1",47275426.3542845,"1","A"
"8724",12.46,1,"immigration","M1",42940029.1013081,"1","M"
"8725",12.46,1,"immigration","F1",0,"1","F"
"8726",12.46,1,"immigration","A2",1229917.78205909,"2","A"
"8727",12.46,1,"immigration","M2",8861462.1495054,"2","M"
"8728",12.46,1,"immigration","F2",909693164.612842,"2","F"
"8729",12.46,1,"immigration","C",0,"C","C"
"8730",12.47,1,"immigration","A1",47275426.3542845,"1","A"
"8731",12.47,1,"immigration","M1",42940029.1013081,"1","M"
"8732",12.47,1,"immigration","F1",0,"1","F"
"8733",12.47,1,"immigration","A2",1229917.78205909,"2","A"
"8734",12.47,1,"immigration","M2",8861462.1495054,"2","M"
"8735",12.47,1,"immigration","F2",909693164.612842,"2","F"
"8736",12.47,1,"immigration","C",0,"C","C"
"8737",12.48,1,"immigration","A1",47275426.3542845,"1","A"
"8738",12.48,1,"immigration","M1",42940029.1013081,"1","M"
"8739",12.48,1,"immigration","F1",0,"1","F"
"8740",12.48,1,"immigration","A2",1229917.78205909,"2","A"
"8741",12.48,1,"immigration","M2",8861462.1495054,"2","M"
"8742",12.48,1,"immigration","F2",909693164.612842,"2","F"
"8743",12.48,1,"immigration","C",0,"C","C"
"8744",12.49,1,"immigration","A1",47275426.3542845,"1","A"
"8745",12.49,1,"immigration","M1",42940029.1013081,"1","M"
"8746",12.49,1,"immigration","F1",0,"1","F"
"8747",12.49,1,"immigration","A2",1229917.78205909,"2","A"
"8748",12.49,1,"immigration","M2",8861462.1495054,"2","M"
"8749",12.49,1,"immigration","F2",909693164.612842,"2","F"
"8750",12.49,1,"immigration","C",0,"C","C"
"8751",12.5,1,"immigration","A1",47275426.3542845,"1","A"
"8752",12.5,1,"immigration","M1",42940029.1013081,"1","M"
"8753",12.5,1,"immigration","F1",0,"1","F"
"8754",12.5,1,"immigration","A2",1229917.78205909,"2","A"
"8755",12.5,1,"immigration","M2",8861462.1495054,"2","M"
"8756",12.5,1,"immigration","F2",909693164.612842,"2","F"
"8757",12.5,1,"immigration","C",0,"C","C"
"8758",12.51,1,"immigration","A1",47275426.3542845,"1","A"
"8759",12.51,1,"immigration","M1",42940029.1013081,"1","M"
"8760",12.51,1,"immigration","F1",0,"1","F"
"8761",12.51,1,"immigration","A2",1229917.78205909,"2","A"
"8762",12.51,1,"immigration","M2",8861462.1495054,"2","M"
"8763",12.51,1,"immigration","F2",909693164.612842,"2","F"
"8764",12.51,1,"immigration","C",0,"C","C"
"8765",12.52,1,"immigration","A1",47275426.3542845,"1","A"
"8766",12.52,1,"immigration","M1",42940029.1013081,"1","M"
"8767",12.52,1,"immigration","F1",0,"1","F"
"8768",12.52,1,"immigration","A2",1229917.78205909,"2","A"
"8769",12.52,1,"immigration","M2",8861462.1495054,"2","M"
"8770",12.52,1,"immigration","F2",909693164.612842,"2","F"
"8771",12.52,1,"immigration","C",0,"C","C"
"8772",12.53,1,"immigration","A1",47275426.3542845,"1","A"
"8773",12.53,1,"immigration","M1",42940029.1013081,"1","M"
"8774",12.53,1,"immigration","F1",0,"1","F"
"8775",12.53,1,"immigration","A2",1229917.78205909,"2","A"
"8776",12.53,1,"immigration","M2",8861462.1495054,"2","M"
"8777",12.53,1,"immigration","F2",909693164.612842,"2","F"
"8778",12.53,1,"immigration","C",0,"C","C"
"8779",12.54,1,"immigration","A1",47275426.3542845,"1","A"
"8780",12.54,1,"immigration","M1",42940029.1013081,"1","M"
"8781",12.54,1,"immigration","F1",0,"1","F"
"8782",12.54,1,"immigration","A2",1229917.78205909,"2","A"
"8783",12.54,1,"immigration","M2",8861462.1495054,"2","M"
"8784",12.54,1,"immigration","F2",909693164.612842,"2","F"
"8785",12.54,1,"immigration","C",0,"C","C"
"8786",12.55,1,"immigration","A1",47275426.3542845,"1","A"
"8787",12.55,1,"immigration","M1",42940029.1013081,"1","M"
"8788",12.55,1,"immigration","F1",0,"1","F"
"8789",12.55,1,"immigration","A2",1229917.78205909,"2","A"
"8790",12.55,1,"immigration","M2",8861462.1495054,"2","M"
"8791",12.55,1,"immigration","F2",909693164.612842,"2","F"
"8792",12.55,1,"immigration","C",0,"C","C"
"8793",12.56,1,"immigration","A1",47275426.3542845,"1","A"
"8794",12.56,1,"immigration","M1",42940029.1013081,"1","M"
"8795",12.56,1,"immigration","F1",0,"1","F"
"8796",12.56,1,"immigration","A2",1229917.78205909,"2","A"
"8797",12.56,1,"immigration","M2",8861462.1495054,"2","M"
"8798",12.56,1,"immigration","F2",909693164.612842,"2","F"
"8799",12.56,1,"immigration","C",0,"C","C"
"8800",12.57,1,"immigration","A1",47275426.3542845,"1","A"
"8801",12.57,1,"immigration","M1",42940029.1013081,"1","M"
"8802",12.57,1,"immigration","F1",0,"1","F"
"8803",12.57,1,"immigration","A2",1229917.78205909,"2","A"
"8804",12.57,1,"immigration","M2",8861462.1495054,"2","M"
"8805",12.57,1,"immigration","F2",909693164.612842,"2","F"
"8806",12.57,1,"immigration","C",0,"C","C"
"8807",12.58,1,"immigration","A1",47275426.3542845,"1","A"
"8808",12.58,1,"immigration","M1",42940029.1013081,"1","M"
"8809",12.58,1,"immigration","F1",0,"1","F"
"8810",12.58,1,"immigration","A2",1229917.78205909,"2","A"
"8811",12.58,1,"immigration","M2",8861462.1495054,"2","M"
"8812",12.58,1,"immigration","F2",909693164.612842,"2","F"
"8813",12.58,1,"immigration","C",0,"C","C"
"8814",12.59,1,"immigration","A1",47275426.3542845,"1","A"
"8815",12.59,1,"immigration","M1",42940029.1013081,"1","M"
"8816",12.59,1,"immigration","F1",0,"1","F"
"8817",12.59,1,"immigration","A2",1229917.78205909,"2","A"
"8818",12.59,1,"immigration","M2",8861462.1495054,"2","M"
"8819",12.59,1,"immigration","F2",909693164.612842,"2","F"
"8820",12.59,1,"immigration","C",0,"C","C"
"8821",12.6,1,"immigration","A1",47275426.3542845,"1","A"
"8822",12.6,1,"immigration","M1",42940029.1013081,"1","M"
"8823",12.6,1,"immigration","F1",0,"1","F"
"8824",12.6,1,"immigration","A2",1229917.78205909,"2","A"
"8825",12.6,1,"immigration","M2",8861462.1495054,"2","M"
"8826",12.6,1,"immigration","F2",909693164.612842,"2","F"
"8827",12.6,1,"immigration","C",0,"C","C"
"8828",12.61,1,"immigration","A1",47275426.3542845,"1","A"
"8829",12.61,1,"immigration","M1",42940029.1013081,"1","M"
"8830",12.61,1,"immigration","F1",0,"1","F"
"8831",12.61,1,"immigration","A2",1229917.78205909,"2","A"
"8832",12.61,1,"immigration","M2",8861462.1495054,"2","M"
"8833",12.61,1,"immigration","F2",909693164.612842,"2","F"
"8834",12.61,1,"immigration","C",0,"C","C"
"8835",12.62,1,"immigration","A1",47275426.3542845,"1","A"
"8836",12.62,1,"immigration","M1",42940029.1013081,"1","M"
"8837",12.62,1,"immigration","F1",0,"1","F"
"8838",12.62,1,"immigration","A2",1229917.78205909,"2","A"
"8839",12.62,1,"immigration","M2",8861462.1495054,"2","M"
"8840",12.62,1,"immigration","F2",909693164.612842,"2","F"
"8841",12.62,1,"immigration","C",0,"C","C"
"8842",12.63,1,"immigration","A1",47275426.3542845,"1","A"
"8843",12.63,1,"immigration","M1",42940029.1013081,"1","M"
"8844",12.63,1,"immigration","F1",0,"1","F"
"8845",12.63,1,"immigration","A2",1229917.78205909,"2","A"
"8846",12.63,1,"immigration","M2",8861462.1495054,"2","M"
"8847",12.63,1,"immigration","F2",909693164.612842,"2","F"
"8848",12.63,1,"immigration","C",0,"C","C"
"8849",12.64,1,"immigration","A1",47275426.3542845,"1","A"
"8850",12.64,1,"immigration","M1",42940029.1013081,"1","M"
"8851",12.64,1,"immigration","F1",0,"1","F"
"8852",12.64,1,"immigration","A2",1229917.78205909,"2","A"
"8853",12.64,1,"immigration","M2",8861462.1495054,"2","M"
"8854",12.64,1,"immigration","F2",909693164.612842,"2","F"
"8855",12.64,1,"immigration","C",0,"C","C"
"8856",12.65,1,"immigration","A1",47275426.3542845,"1","A"
"8857",12.65,1,"immigration","M1",42940029.1013081,"1","M"
"8858",12.65,1,"immigration","F1",0,"1","F"
"8859",12.65,1,"immigration","A2",1229917.78205909,"2","A"
"8860",12.65,1,"immigration","M2",8861462.1495054,"2","M"
"8861",12.65,1,"immigration","F2",909693164.612842,"2","F"
"8862",12.65,1,"immigration","C",0,"C","C"
"8863",12.66,1,"immigration","A1",47275426.3542845,"1","A"
"8864",12.66,1,"immigration","M1",42940029.1013081,"1","M"
"8865",12.66,1,"immigration","F1",0,"1","F"
"8866",12.66,1,"immigration","A2",1229917.78205909,"2","A"
"8867",12.66,1,"immigration","M2",8861462.1495054,"2","M"
"8868",12.66,1,"immigration","F2",909693164.612842,"2","F"
"8869",12.66,1,"immigration","C",0,"C","C"
"8870",12.67,1,"immigration","A1",47275426.3542845,"1","A"
"8871",12.67,1,"immigration","M1",42940029.1013081,"1","M"
"8872",12.67,1,"immigration","F1",0,"1","F"
"8873",12.67,1,"immigration","A2",1229917.78205909,"2","A"
"8874",12.67,1,"immigration","M2",8861462.1495054,"2","M"
"8875",12.67,1,"immigration","F2",909693164.612842,"2","F"
"8876",12.67,1,"immigration","C",0,"C","C"
"8877",12.68,1,"immigration","A1",47275426.3542845,"1","A"
"8878",12.68,1,"immigration","M1",42940029.1013081,"1","M"
"8879",12.68,1,"immigration","F1",0,"1","F"
"8880",12.68,1,"immigration","A2",1229917.78205909,"2","A"
"8881",12.68,1,"immigration","M2",8861462.1495054,"2","M"
"8882",12.68,1,"immigration","F2",909693164.612842,"2","F"
"8883",12.68,1,"immigration","C",0,"C","C"
"8884",12.69,1,"immigration","A1",47275426.3542845,"1","A"
"8885",12.69,1,"immigration","M1",42940029.1013081,"1","M"
"8886",12.69,1,"immigration","F1",0,"1","F"
"8887",12.69,1,"immigration","A2",1229917.78205909,"2","A"
"8888",12.69,1,"immigration","M2",8861462.1495054,"2","M"
"8889",12.69,1,"immigration","F2",909693164.612842,"2","F"
"8890",12.69,1,"immigration","C",0,"C","C"
"8891",12.7,1,"immigration","A1",47275426.3542845,"1","A"
"8892",12.7,1,"immigration","M1",42940029.1013081,"1","M"
"8893",12.7,1,"immigration","F1",0,"1","F"
"8894",12.7,1,"immigration","A2",1229917.78205909,"2","A"
"8895",12.7,1,"immigration","M2",8861462.1495054,"2","M"
"8896",12.7,1,"immigration","F2",909693164.612842,"2","F"
"8897",12.7,1,"immigration","C",0,"C","C"
"8898",12.71,1,"immigration","A1",47275426.3542845,"1","A"
"8899",12.71,1,"immigration","M1",42940029.1013081,"1","M"
"8900",12.71,1,"immigration","F1",0,"1","F"
"8901",12.71,1,"immigration","A2",1229917.78205909,"2","A"
"8902",12.71,1,"immigration","M2",8861462.1495054,"2","M"
"8903",12.71,1,"immigration","F2",909693164.612842,"2","F"
"8904",12.71,1,"immigration","C",0,"C","C"
"8905",12.72,1,"immigration","A1",47275426.3542845,"1","A"
"8906",12.72,1,"immigration","M1",42940029.1013081,"1","M"
"8907",12.72,1,"immigration","F1",0,"1","F"
"8908",12.72,1,"immigration","A2",1229917.78205909,"2","A"
"8909",12.72,1,"immigration","M2",8861462.1495054,"2","M"
"8910",12.72,1,"immigration","F2",909693164.612842,"2","F"
"8911",12.72,1,"immigration","C",0,"C","C"
"8912",12.73,1,"immigration","A1",47275426.3542845,"1","A"
"8913",12.73,1,"immigration","M1",42940029.1013081,"1","M"
"8914",12.73,1,"immigration","F1",0,"1","F"
"8915",12.73,1,"immigration","A2",1229917.78205909,"2","A"
"8916",12.73,1,"immigration","M2",8861462.1495054,"2","M"
"8917",12.73,1,"immigration","F2",909693164.612842,"2","F"
"8918",12.73,1,"immigration","C",0,"C","C"
"8919",12.74,1,"immigration","A1",47275426.3542845,"1","A"
"8920",12.74,1,"immigration","M1",42940029.1013081,"1","M"
"8921",12.74,1,"immigration","F1",0,"1","F"
"8922",12.74,1,"immigration","A2",1229917.78205909,"2","A"
"8923",12.74,1,"immigration","M2",8861462.1495054,"2","M"
"8924",12.74,1,"immigration","F2",909693164.612842,"2","F"
"8925",12.74,1,"immigration","C",0,"C","C"
"8926",12.75,1,"immigration","A1",47275426.3542845,"1","A"
"8927",12.75,1,"immigration","M1",42940029.1013081,"1","M"
"8928",12.75,1,"immigration","F1",0,"1","F"
"8929",12.75,1,"immigration","A2",1229917.78205909,"2","A"
"8930",12.75,1,"immigration","M2",8861462.1495054,"2","M"
"8931",12.75,1,"immigration","F2",909693164.612842,"2","F"
"8932",12.75,1,"immigration","C",0,"C","C"
"8933",12.76,1,"immigration","A1",47275426.3542845,"1","A"
"8934",12.76,1,"immigration","M1",42940029.1013081,"1","M"
"8935",12.76,1,"immigration","F1",0,"1","F"
"8936",12.76,1,"immigration","A2",1229917.78205909,"2","A"
"8937",12.76,1,"immigration","M2",8861462.1495054,"2","M"
"8938",12.76,1,"immigration","F2",909693164.612842,"2","F"
"8939",12.76,1,"immigration","C",0,"C","C"
"8940",12.77,1,"immigration","A1",47275426.3542845,"1","A"
"8941",12.77,1,"immigration","M1",42940029.1013081,"1","M"
"8942",12.77,1,"immigration","F1",0,"1","F"
"8943",12.77,1,"immigration","A2",1229917.78205909,"2","A"
"8944",12.77,1,"immigration","M2",8861462.1495054,"2","M"
"8945",12.77,1,"immigration","F2",909693164.612842,"2","F"
"8946",12.77,1,"immigration","C",0,"C","C"
"8947",12.78,1,"immigration","A1",47275426.3542845,"1","A"
"8948",12.78,1,"immigration","M1",42940029.1013081,"1","M"
"8949",12.78,1,"immigration","F1",0,"1","F"
"8950",12.78,1,"immigration","A2",1229917.78205909,"2","A"
"8951",12.78,1,"immigration","M2",8861462.1495054,"2","M"
"8952",12.78,1,"immigration","F2",909693164.612842,"2","F"
"8953",12.78,1,"immigration","C",0,"C","C"
"8954",12.79,1,"immigration","A1",47275426.3542845,"1","A"
"8955",12.79,1,"immigration","M1",42940029.1013081,"1","M"
"8956",12.79,1,"immigration","F1",0,"1","F"
"8957",12.79,1,"immigration","A2",1229917.78205909,"2","A"
"8958",12.79,1,"immigration","M2",8861462.1495054,"2","M"
"8959",12.79,1,"immigration","F2",909693164.612842,"2","F"
"8960",12.79,1,"immigration","C",0,"C","C"
"8961",12.8,1,"immigration","A1",47275426.3542845,"1","A"
"8962",12.8,1,"immigration","M1",42940029.1013081,"1","M"
"8963",12.8,1,"immigration","F1",0,"1","F"
"8964",12.8,1,"immigration","A2",1229917.78205909,"2","A"
"8965",12.8,1,"immigration","M2",8861462.1495054,"2","M"
"8966",12.8,1,"immigration","F2",909693164.612842,"2","F"
"8967",12.8,1,"immigration","C",0,"C","C"
"8968",12.81,1,"immigration","A1",47275426.3542845,"1","A"
"8969",12.81,1,"immigration","M1",42940029.1013081,"1","M"
"8970",12.81,1,"immigration","F1",0,"1","F"
"8971",12.81,1,"immigration","A2",1229917.78205909,"2","A"
"8972",12.81,1,"immigration","M2",8861462.1495054,"2","M"
"8973",12.81,1,"immigration","F2",909693164.612842,"2","F"
"8974",12.81,1,"immigration","C",0,"C","C"
"8975",12.82,1,"immigration","A1",47275426.3542845,"1","A"
"8976",12.82,1,"immigration","M1",42940029.1013081,"1","M"
"8977",12.82,1,"immigration","F1",0,"1","F"
"8978",12.82,1,"immigration","A2",1229917.78205909,"2","A"
"8979",12.82,1,"immigration","M2",8861462.1495054,"2","M"
"8980",12.82,1,"immigration","F2",909693164.612842,"2","F"
"8981",12.82,1,"immigration","C",0,"C","C"
"8982",12.83,1,"immigration","A1",47275426.3542845,"1","A"
"8983",12.83,1,"immigration","M1",42940029.1013081,"1","M"
"8984",12.83,1,"immigration","F1",0,"1","F"
"8985",12.83,1,"immigration","A2",1229917.78205909,"2","A"
"8986",12.83,1,"immigration","M2",8861462.1495054,"2","M"
"8987",12.83,1,"immigration","F2",909693164.612842,"2","F"
"8988",12.83,1,"immigration","C",0,"C","C"
"8989",12.84,1,"immigration","A1",47275426.3542845,"1","A"
"8990",12.84,1,"immigration","M1",42940029.1013081,"1","M"
"8991",12.84,1,"immigration","F1",0,"1","F"
"8992",12.84,1,"immigration","A2",1229917.78205909,"2","A"
"8993",12.84,1,"immigration","M2",8861462.1495054,"2","M"
"8994",12.84,1,"immigration","F2",909693164.612842,"2","F"
"8995",12.84,1,"immigration","C",0,"C","C"
"8996",12.85,1,"immigration","A1",47275426.3542845,"1","A"
"8997",12.85,1,"immigration","M1",42940029.1013081,"1","M"
"8998",12.85,1,"immigration","F1",0,"1","F"
"8999",12.85,1,"immigration","A2",1229917.78205909,"2","A"
"9000",12.85,1,"immigration","M2",8861462.1495054,"2","M"
"9001",12.85,1,"immigration","F2",909693164.612842,"2","F"
"9002",12.85,1,"immigration","C",0,"C","C"
"9003",12.86,1,"immigration","A1",47275426.3542845,"1","A"
"9004",12.86,1,"immigration","M1",42940029.1013081,"1","M"
"9005",12.86,1,"immigration","F1",0,"1","F"
"9006",12.86,1,"immigration","A2",1229917.78205909,"2","A"
"9007",12.86,1,"immigration","M2",8861462.1495054,"2","M"
"9008",12.86,1,"immigration","F2",909693164.612842,"2","F"
"9009",12.86,1,"immigration","C",0,"C","C"
"9010",12.87,1,"immigration","A1",47275426.3542845,"1","A"
"9011",12.87,1,"immigration","M1",42940029.1013081,"1","M"
"9012",12.87,1,"immigration","F1",0,"1","F"
"9013",12.87,1,"immigration","A2",1229917.78205909,"2","A"
"9014",12.87,1,"immigration","M2",8861462.1495054,"2","M"
"9015",12.87,1,"immigration","F2",909693164.612842,"2","F"
"9016",12.87,1,"immigration","C",0,"C","C"
"9017",12.88,1,"immigration","A1",47275426.3542845,"1","A"
"9018",12.88,1,"immigration","M1",42940029.1013081,"1","M"
"9019",12.88,1,"immigration","F1",0,"1","F"
"9020",12.88,1,"immigration","A2",1229917.78205909,"2","A"
"9021",12.88,1,"immigration","M2",8861462.1495054,"2","M"
"9022",12.88,1,"immigration","F2",909693164.612842,"2","F"
"9023",12.88,1,"immigration","C",0,"C","C"
"9024",12.89,1,"immigration","A1",47275426.3542845,"1","A"
"9025",12.89,1,"immigration","M1",42940029.1013081,"1","M"
"9026",12.89,1,"immigration","F1",0,"1","F"
"9027",12.89,1,"immigration","A2",1229917.78205909,"2","A"
"9028",12.89,1,"immigration","M2",8861462.1495054,"2","M"
"9029",12.89,1,"immigration","F2",909693164.612842,"2","F"
"9030",12.89,1,"immigration","C",0,"C","C"
"9031",12.9,1,"immigration","A1",47275426.3542845,"1","A"
"9032",12.9,1,"immigration","M1",42940029.1013081,"1","M"
"9033",12.9,1,"immigration","F1",0,"1","F"
"9034",12.9,1,"immigration","A2",1229917.78205909,"2","A"
"9035",12.9,1,"immigration","M2",8861462.1495054,"2","M"
"9036",12.9,1,"immigration","F2",909693164.612842,"2","F"
"9037",12.9,1,"immigration","C",0,"C","C"
"9038",12.91,1,"immigration","A1",47275426.3542845,"1","A"
"9039",12.91,1,"immigration","M1",42940029.1013081,"1","M"
"9040",12.91,1,"immigration","F1",0,"1","F"
"9041",12.91,1,"immigration","A2",1229917.78205909,"2","A"
"9042",12.91,1,"immigration","M2",8861462.1495054,"2","M"
"9043",12.91,1,"immigration","F2",909693164.612842,"2","F"
"9044",12.91,1,"immigration","C",0,"C","C"
"9045",12.92,1,"immigration","A1",47275426.3542845,"1","A"
"9046",12.92,1,"immigration","M1",42940029.1013081,"1","M"
"9047",12.92,1,"immigration","F1",0,"1","F"
"9048",12.92,1,"immigration","A2",1229917.78205909,"2","A"
"9049",12.92,1,"immigration","M2",8861462.1495054,"2","M"
"9050",12.92,1,"immigration","F2",909693164.612842,"2","F"
"9051",12.92,1,"immigration","C",0,"C","C"
"9052",12.93,1,"immigration","A1",47275426.3542845,"1","A"
"9053",12.93,1,"immigration","M1",42940029.1013081,"1","M"
"9054",12.93,1,"immigration","F1",0,"1","F"
"9055",12.93,1,"immigration","A2",1229917.78205909,"2","A"
"9056",12.93,1,"immigration","M2",8861462.1495054,"2","M"
"9057",12.93,1,"immigration","F2",909693164.612842,"2","F"
"9058",12.93,1,"immigration","C",0,"C","C"
"9059",12.94,1,"immigration","A1",47275426.3542845,"1","A"
"9060",12.94,1,"immigration","M1",42940029.1013081,"1","M"
"9061",12.94,1,"immigration","F1",0,"1","F"
"9062",12.94,1,"immigration","A2",1229917.78205909,"2","A"
"9063",12.94,1,"immigration","M2",8861462.1495054,"2","M"
"9064",12.94,1,"immigration","F2",909693164.612842,"2","F"
"9065",12.94,1,"immigration","C",0,"C","C"
"9066",12.95,1,"immigration","A1",47275426.3542845,"1","A"
"9067",12.95,1,"immigration","M1",42940029.1013081,"1","M"
"9068",12.95,1,"immigration","F1",0,"1","F"
"9069",12.95,1,"immigration","A2",1229917.78205909,"2","A"
"9070",12.95,1,"immigration","M2",8861462.1495054,"2","M"
"9071",12.95,1,"immigration","F2",909693164.612842,"2","F"
"9072",12.95,1,"immigration","C",0,"C","C"
"9073",12.96,1,"immigration","A1",47275426.3542845,"1","A"
"9074",12.96,1,"immigration","M1",42940029.1013081,"1","M"
"9075",12.96,1,"immigration","F1",0,"1","F"
"9076",12.96,1,"immigration","A2",1229917.78205909,"2","A"
"9077",12.96,1,"immigration","M2",8861462.1495054,"2","M"
"9078",12.96,1,"immigration","F2",909693164.612842,"2","F"
"9079",12.96,1,"immigration","C",0,"C","C"
"9080",12.97,1,"immigration","A1",47275426.3542845,"1","A"
"9081",12.97,1,"immigration","M1",42940029.1013081,"1","M"
"9082",12.97,1,"immigration","F1",0,"1","F"
"9083",12.97,1,"immigration","A2",1229917.78205909,"2","A"
"9084",12.97,1,"immigration","M2",8861462.1495054,"2","M"
"9085",12.97,1,"immigration","F2",909693164.612842,"2","F"
"9086",12.97,1,"immigration","C",0,"C","C"
"9087",12.98,1,"immigration","A1",47275426.3542845,"1","A"
"9088",12.98,1,"immigration","M1",42940029.1013081,"1","M"
"9089",12.98,1,"immigration","F1",0,"1","F"
"9090",12.98,1,"immigration","A2",1229917.78205909,"2","A"
"9091",12.98,1,"immigration","M2",8861462.1495054,"2","M"
"9092",12.98,1,"immigration","F2",909693164.612842,"2","F"
"9093",12.98,1,"immigration","C",0,"C","C"
"9094",12.99,1,"immigration","A1",47275426.3542845,"1","A"
"9095",12.99,1,"immigration","M1",42940029.1013081,"1","M"
"9096",12.99,1,"immigration","F1",0,"1","F"
"9097",12.99,1,"immigration","A2",1229917.78205909,"2","A"
"9098",12.99,1,"immigration","M2",8861462.1495054,"2","M"
"9099",12.99,1,"immigration","F2",909693164.612842,"2","F"
"9100",12.99,1,"immigration","C",0,"C","C"
"9101",13,1,"immigration","A1",47275426.3542845,"1","A"
"9102",13,1,"immigration","M1",42940029.1013081,"1","M"
"9103",13,1,"immigration","F1",0,"1","F"
"9104",13,1,"immigration","A2",1229917.78205909,"2","A"
"9105",13,1,"immigration","M2",8861462.1495054,"2","M"
"9106",13,1,"immigration","F2",909693164.612842,"2","F"
"9107",13,1,"immigration","C",0,"C","C"
